backCamImage,frontCamImage,numberFrontCam,numberBackCam,vehicleNumberUser,vehicleTypeUser,vehicleRfid,metroText,serial,numberFrontCam1
2023-08-13/0724b04e-a49f-407b-aad1-9de97204ab39_b.jpg,2023-08-13/0724b04e-a49f-407b-aad1-9de97204ab39_f.jpg,-1,-1,1,Microbus,E2 00 00 1D 43 05 02 03 16 80 B9 9D ,,,-1
2023-08-13/f7bf0c45-8990-4cee-95d2-b546cfc0ddb8_b.jpg,2023-08-13/f7bf0c45-8990-4cee-95d2-b546cfc0ddb8_f.jpg,@ে-৯০১,-1,901,VIP - Toll Free,42 52 54 41 FF 02 19 35 1A F5 00 01 ,,,@ে-৯০১
2023-08-13/513af075-b5a5-4ec8-a0b3-d61accd6de6a_b.jpg,2023-08-13/513af075-b5a5-4ec8-a0b3-d61accd6de6a_f.jpg,-1,-1,1,Heavy Truck,30 34 29 71 7C 3C 83 00 02 EB AF 1A ,,,-1
2023-08-13/226b1b79-3896-475b-b734-2c32c4aab3b9_b.jpg,2023-08-13/226b1b79-3896-475b-b734-2c32c4aab3b9_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 06 14 0D 06 5E 00 01 ,,,-1
2023-08-13/6809e04c-97ef-4241-a1f1-fe5ad2cf174e_b.jpg,2023-08-13/6809e04c-97ef-4241-a1f1-fe5ad2cf174e_f.jpg,২৬১৯,-1,2619,Mini Truck,42 52 54 41 FF 02 0A 17 0A 3B 00 01 ,,,২৬১৯
2023-08-13/942bfb90-64e2-4bf0-ade5-b87b2412a142_b.jpg,2023-08-13/942bfb90-64e2-4bf0-ade5-b87b2412a142_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 08 08 0B 03 7E 00 01 ,,,-1
2023-08-13/f9301964-d5e4-4993-b53a-38aa4189b6e0_b.jpg,2023-08-13/f9301964-d5e4-4993-b53a-38aa4189b6e0_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 72 26 4F 58 60 ,,,-1
2023-08-13/ef2a56b5-1d3f-44f3-8ec8-4d45e6888d3d_b.jpg,2023-08-13/ef2a56b5-1d3f-44f3-8ec8-4d45e6888d3d_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 0F 1F 05 00 01 ,,,-1
2023-08-13/4a1963c5-dcb5-4a5d-b82e-c1c996abf6dd_b.jpg,2023-08-13/4a1963c5-dcb5-4a5d-b82e-c1c996abf6dd_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 14 A9 00 01 ,,,-1
2023-08-13/8dd2844f-f576-42af-b117-47ff31ecf95f_b.jpg,2023-08-13/8dd2844f-f576-42af-b117-47ff31ecf95f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 16 25 D2 00 01 ,,,-1
2023-08-13/1eea730d-602e-483d-a501-f947c3eb153d_b.jpg,2023-08-13/1eea730d-602e-483d-a501-f947c3eb153d_f.jpg,-1,-1,1,VIP - Toll Free,42 52 54 41 FF 02 06 0F 05 BF 00 01 ,,,-1
2023-08-13/ed5206a0-fd20-4e31-baf3-77d443096220_b.jpg,2023-08-13/ed5206a0-fd20-4e31-baf3-77d443096220_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 1B 09 BE 00 01 ,,,-1
2023-08-13/eb542039-f546-4a1a-97dd-855f4fbe0c73_b.jpg,2023-08-13/eb542039-f546-4a1a-97dd-855f4fbe0c73_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 08 0B 02 AD 00 01 ,,,-1
2023-08-13/339910ce-f3f5-47a0-93ae-f40bf67c676d_b.jpg,2023-08-13/339910ce-f3f5-47a0-93ae-f40bf67c676d_f.jpg,-1,-1,1,Heavy Truck,34 16 1F A8 20 32 89 DA 09 4C A4 20 ,,,-1
2023-08-13/a5d87bef-7abc-473f-b10b-7bad0bbb72d9_b.jpg,2023-08-13/a5d87bef-7abc-473f-b10b-7bad0bbb72d9_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 18 11 EC 00 01 ,,,-1
2023-08-13/0475e421-0cf2-40c4-9c9a-fdc3f8c48a5b_b.jpg,2023-08-13/0475e421-0cf2-40c4-9c9a-fdc3f8c48a5b_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 15 FC 00 01 ,,,-1
2023-08-13/910082f7-c6aa-43c9-b5b0-7f7976058aaa_b.jpg,2023-08-13/910082f7-c6aa-43c9-b5b0-7f7976058aaa_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 DA 12 7B D5 A0 ,,,-1
2023-08-13/664d75dc-168e-4c5c-9a13-f7ed69b63267_b.jpg,2023-08-13/664d75dc-168e-4c5c-9a13-f7ed69b63267_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 14 0C E7 00 01 ,,,-1
2023-08-13/01aef5b1-5790-47a2-af9a-ac273b6582e3_b.jpg,2023-08-13/01aef5b1-5790-47a2-af9a-ac273b6582e3_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 0F 18 C1 00 01 ,,,-1
2023-08-13/5166c683-e57f-4635-80a4-6d7585c7e9fb_b.jpg,2023-08-13/5166c683-e57f-4635-80a4-6d7585c7e9fb_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 18 19 13 00 01 ,,,-1
2023-08-13/d40845a2-a2a5-4e3e-b398-ef2642a5ec09_b.jpg,2023-08-13/d40845a2-a2a5-4e3e-b398-ef2642a5ec09_f.jpg,-1,-1,1,4 Wheelers,34 16 1F A8 20 32 89 DA 12 7B D5 20 ,,,-1
2023-08-13/d06327a0-875f-4c3a-8f3d-93a2b2469feb_b.jpg,2023-08-13/d06327a0-875f-4c3a-8f3d-93a2b2469feb_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 15 00 40 00 01 ,,,-1
2023-08-13/ed688932-5498-4511-b265-db1ae0d1ed40_b.jpg,2023-08-13/ed688932-5498-4511-b265-db1ae0d1ed40_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 02 1E 0F 21 3F 00 01 ,,,-1
2023-08-13/43e67520-7591-4b9b-8a0e-0a9d73c49319_b.jpg,2023-08-13/43e67520-7591-4b9b-8a0e-0a9d73c49319_f.jpg,,-1,NULL,NULL,34 16 1F A8 20 32 89 DA 0A 00 01 00 ,,,
2023-08-13/2af65c28-ba8b-4823-ab17-fbf8bac9c4f0_b.jpg,2023-08-13/2af65c28-ba8b-4823-ab17-fbf8bac9c4f0_f.jpg,২৪০8,-1,204,Mini Truck,42 52 54 41 FF 02 0A 15 09 64 00 02 ,,,২৪০8
2023-08-13/d9c7e854-cd3a-4b34-a075-5b9282787eda_b.jpg,2023-08-13/d9c7e854-cd3a-4b34-a075-5b9282787eda_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 13 28 00 01 ,,,-1
2023-08-13/330746af-11d5-4d80-b488-2d6185a3eda0_b.jpg,2023-08-13/330746af-11d5-4d80-b488-2d6185a3eda0_f.jpg,-1,-1,1,Mini Truck,34 16 1F A8 20 32 89 72 2C 77 92 00 ,,,-1
2023-08-13/88c81c09-20b5-4930-9ef7-b963714568a5_b.jpg,2023-08-13/88c81c09-20b5-4930-9ef7-b963714568a5_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 09 14 01 B7 00 01 ,,,-1
2023-08-13/d1a8b37f-2625-43cf-813e-0a5f61cf21b7_b.jpg,2023-08-13/d1a8b37f-2625-43cf-813e-0a5f61cf21b7_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 09 18 1E C3 00 01 ,,,-1
2023-08-13/36110ec2-7235-4e45-bdf8-c46905d27f11_b.jpg,2023-08-13/36110ec2-7235-4e45-bdf8-c46905d27f11_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 18 1E 97 00 01 ,,,-1
2023-08-13/ab893ec7-2339-4a4a-b356-4ef6821e74d4_b.jpg,2023-08-13/ab893ec7-2339-4a4a-b356-4ef6821e74d4_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 08 1F 0B 0E B6 00 01 ,,,-1
2023-08-13/469e99dd-d029-4a37-aef9-11d8a2fc064a_b.jpg,2023-08-13/469e99dd-d029-4a37-aef9-11d8a2fc064a_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 18 0F 09 00 01 ,,,-1
2023-08-13/aea91e6e-f93c-44d1-9415-feeb234d6c4e_b.jpg,2023-08-13/aea91e6e-f93c-44d1-9415-feeb234d6c4e_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 08 0B 0B 02 2E 00 01 ,,,-1
2023-08-13/072d1109-1ba1-446b-8a18-0d97be13f8cc_b.jpg,2023-08-13/072d1109-1ba1-446b-8a18-0d97be13f8cc_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 05 0B 18 71 00 01 ,,,-1
2023-08-13/ed6eea86-97b4-4c87-86fc-cc111c23084f_b.jpg,2023-08-13/ed6eea86-97b4-4c87-86fc-cc111c23084f_f.jpg,৪৩-৬৬৪৯,-1,NULL,NULL,42 52 54 41 FF 02 0F 2B 19 F9 00 01 ,,,৪৩-৬৬৪৯
2023-08-13/c42d0afb-c0a1-464c-921b-54d29b7a33af_b.jpg,2023-08-13/c42d0afb-c0a1-464c-921b-54d29b7a33af_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 08 08 0B 01 0F 00 01 ,,,-1
2023-08-13/6560560d-6647-456b-bbc9-54c41db5fe9c_b.jpg,2023-08-13/6560560d-6647-456b-bbc9-54c41db5fe9c_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 08 0B 03 BA 00 01 ,,,-1
2023-08-13/ebd78af2-af93-4029-931c-3a6c844bcb8f_b.jpg,2023-08-13/ebd78af2-af93-4029-931c-3a6c844bcb8f_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 DA 12 7B D5 60 ,,,-1
2023-08-13/205c79e3-ad81-4c24-931a-809e5cfced3d_b.jpg,2023-08-13/205c79e3-ad81-4c24-931a-809e5cfced3d_f.jpg,-1,-1,1,4 Wheelers,34 16 1F A8 20 32 89 DA 12 7B D5 80 ,,,-1
2023-08-13/8b5b747e-abfc-4faa-ba06-a5ce96c79602_b.jpg,2023-08-13/8b5b747e-abfc-4faa-ba06-a5ce96c79602_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 14 14 26 00 01 ,,,-1
2023-08-13/dfaf4549-b3c3-4f50-842a-de8bda03fca8_b.jpg,2023-08-13/dfaf4549-b3c3-4f50-842a-de8bda03fca8_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 11 1D 32 00 01 ,,,-1
2023-08-13/bc67bf2f-bde6-42e9-b5d9-0b7d37df49df_b.jpg,2023-08-13/bc67bf2f-bde6-42e9-b5d9-0b7d37df49df_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 14 0A 0B 05 D7 00 01 ,,,-1
2023-08-13/14005625-8d6e-454f-9c91-4b8ea0eb7d3f_b.jpg,2023-08-13/14005625-8d6e-454f-9c91-4b8ea0eb7d3f_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 09 16 21 CA 00 01 ,,,-1
2023-08-13/2f2f821d-7706-4756-b32c-44a8fb14eb5e_b.jpg,2023-08-13/2f2f821d-7706-4756-b32c-44a8fb14eb5e_f.jpg,-1,-1,1,Mini Truck,E2 00 40 59 23 01 01 69 06 50 E5 60 ,,,-1
2023-08-13/9e983dc3-2465-4523-8868-2a778d5ccb38_b.jpg,2023-08-13/9e983dc3-2465-4523-8868-2a778d5ccb38_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 09 16 1F B1 00 01 ,,,-1
2023-08-13/b0fff6e5-dbcb-4398-bb5f-c2855735c45d_b.jpg,2023-08-13/b0fff6e5-dbcb-4398-bb5f-c2855735c45d_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 72 3A 8C 06 40 ,,,-1
2023-08-13/a14fb43e-8774-47a5-9cdf-7643641488bb_b.jpg,2023-08-13/a14fb43e-8774-47a5-9cdf-7643641488bb_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1E 0F 22 01 00 01 ,,,-1
2023-08-13/0a8fbe59-90a1-44fc-aa00-62610f7e7e7b_b.jpg,2023-08-13/0a8fbe59-90a1-44fc-aa00-62610f7e7e7b_f.jpg,-1,-1,1,Medium Truck,34 16 1F A8 20 32 89 72 2A F4 3A C0 ,,,-1
2023-08-13/6293530f-1b9e-4023-99e7-99ca04cf2fdb_b.jpg,2023-08-13/6293530f-1b9e-4023-99e7-99ca04cf2fdb_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 0C 0B 04 C3 00 01 ,,,-1
2023-08-13/456ebbe6-8212-4b36-970c-bf7c4fbea8af_b.jpg,2023-08-13/456ebbe6-8212-4b36-970c-bf7c4fbea8af_f.jpg,-1,-1,1,Heavy Truck,30 2C 4D 87 83 40 C6 9B 02 23 DA 7A ,,,-1
2023-08-13/12c5f900-03fe-4bbe-b33b-340d8f22e4eb_b.jpg,2023-08-13/12c5f900-03fe-4bbe-b33b-340d8f22e4eb_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 14 91 00 01 ,,,-1
2023-08-13/49bfb202-419e-4781-bc81-b1ed2f2aa7b7_b.jpg,2023-08-13/49bfb202-419e-4781-bc81-b1ed2f2aa7b7_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 16 37 00 01 ,,,-1
2023-08-13/0d467c88-eb5d-4fa5-856e-392d4fb72d9d_b.jpg,2023-08-13/0d467c88-eb5d-4fa5-856e-392d4fb72d9d_f.jpg,২২৮২২,-1,NULL,NULL,42 52 54 41 FF 02 09 16 20 1C 00 01 ,,,২২৮২২
2023-08-13/5d688974-38a2-4cd8-9591-f4693417f55f_b.jpg,2023-08-13/5d688974-38a2-4cd8-9591-f4693417f55f_f.jpg,,-1,NULL,NULL,42 52 54 41 FF 02 0F 17 0C 4D 00 01 ,,,
2023-08-13/4b861b1d-a389-4ed1-bff9-e1831f2bbd4b_b.jpg,2023-08-13/4b861b1d-a389-4ed1-bff9-e1831f2bbd4b_f.jpg,২২-০৮০৫,-1,220805,Sedan Car,42 52 54 41 FF 02 1A 16 03 25 00 01 ,,,২২-০৮০৫
2023-08-13/8441b340-a50a-4e4c-a77e-9328dafd6032_b.jpg,2023-08-13/8441b340-a50a-4e4c-a77e-9328dafd6032_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 18 16 95 00 01 ,,,-1
2023-08-13/e30897ad-aebb-48c5-8fb3-019ff5d7859f_b.jpg,2023-08-13/e30897ad-aebb-48c5-8fb3-019ff5d7859f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 10 0C 16 18 00 01 ,,,-1
2023-08-13/5456de85-5cfc-4976-b759-0e6d8752c41e_b.jpg,2023-08-13/5456de85-5cfc-4976-b759-0e6d8752c41e_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 14 21 C1 00 01 ,,,-1
2023-08-13/80d990e9-9295-4a08-9d2d-55ccd3dc0c4a_b.jpg,2023-08-13/80d990e9-9295-4a08-9d2d-55ccd3dc0c4a_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 0C 0B 04 BE 00 01 ,,,-1
2023-08-13/813ed389-873a-4036-9467-d9a4c15d3eb4_b.jpg,2023-08-13/813ed389-873a-4036-9467-d9a4c15d3eb4_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 16 21 67 00 01 ,,,-1
2023-08-13/f527e338-2cdc-4ec9-8ea7-fa07ffcb39c1_b.jpg,2023-08-13/f527e338-2cdc-4ec9-8ea7-fa07ffcb39c1_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 13 10 0F 00 01 ,,,-1
2023-08-16/c769f4ef-2119-4a3b-8638-0f3c1d618de1_b.jpg,2023-08-16/c769f4ef-2119-4a3b-8638-0f3c1d618de1_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 1D 1B 1E 00 01 ,,,-1
2023-08-16/2a8df832-bb73-43c5-bb4b-a23a46cd724a_b.jpg,2023-08-16/2a8df832-bb73-43c5-bb4b-a23a46cd724a_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 01 99 00 01 ,,,-1
2023-08-16/7cebd87e-1c4f-4a00-ad30-9909c7968e54_b.jpg,2023-08-16/7cebd87e-1c4f-4a00-ad30-9909c7968e54_f.jpg,,-1,NULL,NULL,42 52 54 41 FF 02 0F 1D 12 72 00 01 ,,,
2023-08-16/994bcf52-492f-4380-9270-eb285567df02_b.jpg,2023-08-16/994bcf52-492f-4380-9270-eb285567df02_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 0C 00 F6 00 01 ,,,-1
2023-08-16/66b5c86e-10b8-47d3-9636-9dc36840727e_b.jpg,2023-08-16/66b5c86e-10b8-47d3-9636-9dc36840727e_f.jpg,-1,-1,1,Others,42 52 54 41 FF 37 13 0B 07 F2 00 01 ,,,-1
2023-08-16/92b48550-dbdb-402f-be9e-42230f700b15_b.jpg,2023-08-16/92b48550-dbdb-402f-be9e-42230f700b15_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 43 0A 0B 05 C1 00 01 ,,,-1
2023-08-16/2196b83d-8b99-4b10-b7e3-39ebfcb629f6_b.jpg,2023-08-16/2196b83d-8b99-4b10-b7e3-39ebfcb629f6_f.jpg,-1,-1,1,Big Bus,42 52 54 41 FF 14 1E 0B 00 E5 00 01 ,,,-1
2023-08-16/5753dac8-33fe-42d6-bcfe-ddaef22fb3a4_b.jpg,2023-08-16/5753dac8-33fe-42d6-bcfe-ddaef22fb3a4_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 0C 04 20 00 01 ,,,-1
2023-08-16/6b5ce270-e6f0-42c3-8a8b-74dfe5ecdd72_b.jpg,2023-08-16/6b5ce270-e6f0-42c3-8a8b-74dfe5ecdd72_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 06 13 0C 0B 0F 00 01 ,,,-1
2023-08-16/83e48c04-4658-4437-bdc4-bc21ca3bf9ed_b.jpg,2023-08-16/83e48c04-4658-4437-bdc4-bc21ca3bf9ed_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 43 13 0C 00 39 00 01 ,,,-1
2023-08-16/cdc81910-5f59-468f-bcbf-5abc5ef71195_b.jpg,2023-08-16/cdc81910-5f59-468f-bcbf-5abc5ef71195_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 10 3C 00 01 ,,,-1
2023-08-16/8fc9f911-92e5-4cf3-850c-df5983dfe44c_b.jpg,2023-08-16/8fc9f911-92e5-4cf3-850c-df5983dfe44c_f.jpg,১৬-২৯২৮,-1,162928,Sedan Car,42 52 54 41 FF 02 0F 10 0B 70 00 01 ,,,১৬-২৯২৮
2023-08-16/00997f50-abbc-4d2d-a2f2-569945204926_b.jpg,2023-08-16/00997f50-abbc-4d2d-a2f2-569945204926_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 13 0C 18 94 00 01 ,,,-1
2023-08-16/e53bbe0c-4950-420b-a83a-543d2e546e75_b.jpg,2023-08-16/e53bbe0c-4950-420b-a83a-543d2e546e75_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0B 22 E3 00 01 ,,,-1
2023-08-16/9bbd953c-2708-4117-864b-1f779e498150_b.jpg,2023-08-16/9bbd953c-2708-4117-864b-1f779e498150_f.jpg,,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 10 25 C1 00 01 ,,,
2023-08-16/ff22d394-4462-4610-a6f6-c7a1217ea286_b.jpg,2023-08-16/ff22d394-4462-4610-a6f6-c7a1217ea286_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 10 25 C1 00 01 ,,,-1
2023-08-16/9bf0f5a5-35d6-4dc3-a9a8-b41ca5fdbf0f_b.jpg,2023-08-16/9bf0f5a5-35d6-4dc3-a9a8-b41ca5fdbf0f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 14 0B 0F 32 00 01 ,,,-1
2023-08-16/5bde23f8-f777-43e4-a157-1d81a09f7e43_b.jpg,2023-08-16/5bde23f8-f777-43e4-a157-1d81a09f7e43_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 0D 1A 7D 00 01 ,,,-1
2023-08-16/70a48e57-30e3-431e-9d95-277c2fa7c9ef_b.jpg,2023-08-16/70a48e57-30e3-431e-9d95-277c2fa7c9ef_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 0B 05 62 00 01 ,,,-1
2023-08-16/305814b8-e80c-42dd-9b69-decb648fab79_b.jpg,2023-08-16/305814b8-e80c-42dd-9b69-decb648fab79_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 06 14 0D 03 0D 00 01 ,,,-1
2023-08-16/67672f38-142f-40b3-a091-6799a253e2b1_b.jpg,2023-08-16/67672f38-142f-40b3-a091-6799a253e2b1_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 09 18 1A 9D 00 01 ,,,-1
2023-08-16/f2eb5397-9450-46d1-bd08-0290f3befb1d_b.jpg,2023-08-16/f2eb5397-9450-46d1-bd08-0290f3befb1d_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 43 13 0C 07 FC 00 01 ,,,-1
2023-08-16/0223ecaf-6eb5-488f-abd0-a7a1e02b0da6_b.jpg,2023-08-16/0223ecaf-6eb5-488f-abd0-a7a1e02b0da6_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0C 11 E7 00 01 ,,,-1
2023-08-16/bd61734a-2e00-4e15-9a73-e9da3fba79cb_b.jpg,2023-08-16/bd61734a-2e00-4e15-9a73-e9da3fba79cb_f.jpg,-1,-1,1,Mini Bus/Coster,34 16 1F A8 20 32 8E E8 0A 65 8D 80 ,,,-1
2023-08-16/7a179fe2-925a-45a0-b6d1-70184db8fad8_b.jpg,2023-08-16/7a179fe2-925a-45a0-b6d1-70184db8fad8_f.jpg,-1,-1,1,Medium Truck,34 16 1F A8 20 32 89 72 2C 9C 51 20 ,,,-1
2023-08-16/61c66eea-683a-4b29-8cce-c1dfab0af8d5_b.jpg,2023-08-16/61c66eea-683a-4b29-8cce-c1dfab0af8d5_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 14 09 0B 17 72 00 01 ,,,-1
2023-08-16/e33a8bcb-ab39-484c-a6cc-c0214495d57c_b.jpg,2023-08-16/e33a8bcb-ab39-484c-a6cc-c0214495d57c_f.jpg,-1,-1,1,VIP - Toll Free,42 52 54 41 FF 02 1A 15 0E FC 00 01 ,,,-1
2023-08-16/262e826c-b43b-4601-821a-875d1db642d4_b.jpg,2023-08-16/262e826c-b43b-4601-821a-875d1db642d4_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 33 0F 0D 00 01 ,,,-1
2023-08-16/461858cb-4e0f-4235-b858-be30109afc5e_b.jpg,2023-08-16/461858cb-4e0f-4235-b858-be30109afc5e_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 1C 1B 90 00 01 ,,,-1
2023-08-16/22453b01-e952-475c-8fc7-4883527e1de2_b.jpg,2023-08-16/22453b01-e952-475c-8fc7-4883527e1de2_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 14 07 11 00 01 ,,,-1
2023-08-16/2acdd041-6c0f-4609-8af8-ebf827f81bf6_b.jpg,2023-08-16/2acdd041-6c0f-4609-8af8-ebf827f81bf6_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 14 07 11 00 01 ,,,-1
2023-08-16/c8987809-4cfd-4c78-a67f-493f86a75c58_b.jpg,2023-08-16/c8987809-4cfd-4c78-a67f-493f86a75c58_f.jpg,২১-৫৮৭০,-1,215870,Mini Truck,34 16 1F A8 20 32 89 72 2C 05 54 60 ,,,২১-৫৮৭০
2023-08-16/e15f104f-8620-45cb-9968-b8d4239a1c2a_b.jpg,2023-08-16/e15f104f-8620-45cb-9968-b8d4239a1c2a_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 16 CA 00 01 ,,,-1
2023-08-16/39136022-33ba-44be-a2f8-b76721c59592_b.jpg,2023-08-16/39136022-33ba-44be-a2f8-b76721c59592_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 16 C9 00 01 ,,,-1
2023-08-16/7ac31bb9-2219-40c9-8f55-becae9117125_b.jpg,2023-08-16/7ac31bb9-2219-40c9-8f55-becae9117125_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 16 22 DB 00 21 ,,,-1
2023-08-16/1d6d1991-f452-4b5e-95b5-d15ee6a2d129_b.jpg,2023-08-16/1d6d1991-f452-4b5e-95b5-d15ee6a2d129_f.jpg,,-1,NULL,NULL,42 52 54 41 FF 02 0F 24 06 1E 00 01 ,,,
2023-08-16/cc19109e-d705-4a24-a700-2ab95df771f5_b.jpg,2023-08-16/cc19109e-d705-4a24-a700-2ab95df771f5_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 14 1A 07 DC 00 01 ,,,-1
2023-08-16/393594a5-603c-40e8-825f-abe6c3263f77_b.jpg,2023-08-16/393594a5-603c-40e8-825f-abe6c3263f77_f.jpg,-1,-1,1,Medium Truck,34 16 1F A8 20 32 89 72 0B AF F5 40 ,,,-1
2023-08-16/43c3bd92-c51c-4cab-9697-3bb0d667a049_b.jpg,2023-08-16/43c3bd92-c51c-4cab-9697-3bb0d667a049_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 37 14 0C 01 5D 00 01 ,,,-1
2023-08-16/6db9f099-6371-4f5e-ae7e-aeb45d313065_b.jpg,2023-08-16/6db9f099-6371-4f5e-ae7e-aeb45d313065_f.jpg,-1,-1,1,VIP - Toll Free,43 52 54 41 FF 02 06 0D 17 00 00 01 ,,,-1
2023-08-16/58872f6b-6ad4-4183-8d71-ad88e26dff12_b.jpg,2023-08-16/58872f6b-6ad4-4183-8d71-ad88e26dff12_f.jpg,,-1,1,Mini Truck,42 52 54 41 FF 02 14 41 1B 29 00 01 ,,,
2023-08-16/61a61fcb-b58b-45c4-bb6e-06cf54bb4363_b.jpg,2023-08-16/61a61fcb-b58b-45c4-bb6e-06cf54bb4363_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 1A 15 0C C0 00 01 ,,,-1
2023-08-16/7d103a59-be46-435f-9eac-c4a407419048_b.jpg,2023-08-16/7d103a59-be46-435f-9eac-c4a407419048_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 30 09 0B 02 45 00 01 ,,,-1
2023-08-16/754210fc-c3a4-426a-99d2-ed321b6571ac_b.jpg,2023-08-16/754210fc-c3a4-426a-99d2-ed321b6571ac_f.jpg,,-1,1,Microbus,42 52 54 41 FF 02 19 33 18 0F 00 01 ,,,
2023-08-16/e69b70bf-0013-439b-9162-30b7e71d80bd_b.jpg,2023-08-16/e69b70bf-0013-439b-9162-30b7e71d80bd_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 08 0E 0E 1D 00 01 ,,,-1
2023-08-16/a5e5c795-002e-4998-a5f2-97bd3ef9eb29_b.jpg,2023-08-16/a5e5c795-002e-4998-a5f2-97bd3ef9eb29_f.jpg,-1,-1,1,Mini Truck,30 39 EC BC 00 7F 4D 42 5E D3 36 AD ,,,-1
